4.24674575869726e-17,2.24259917098446e-17,2.22825516901061e-17,8.28023963483839e-15,1.67822191167037e-14,3.26074037897853e-14,7.2412864643474e-14,2.39535192038819e-15,1.22695171379225e-12,3.65109462718974e-13,5.12517112361214e-13,1.09868475302245e-13,7.58573990624229e-13,2.83086116753022e-13,6.18540342363681e-13,2.27247812188502e-13,1.50918640217123e-13,2.95367053211613e-13,5.63542396578666e-13,8.38305452751049e-14,1.43698264659923e-13,4.02522962546262e-14,2.98336159585492e-14,1.96933935356526e-13,1.76948397927461e-13,3.39641621416235e-14,1.68874303972366e-14,7.64179995065384e-14,7.14397096471749e-17,2.01239109893906e-16,7.7599076733284e-17,6.43604840858623e-17,1.19853348235875e-16,9.19259711818406e-17,5.99526643967432e-17,3.05066654823587e-17,6.77543539106834e-17,5.23608710584752e-17,8.90644085862324e-18,2.39834344929682e-17,6.9590122970639e-17,2.99877152825068e-16,1.25959418800888e-16,5.37406587712805e-17,3.43115107031828e-13,3.87438731112756e-13,2.79760677029361e-13,3.98727065877128e-14,4.7135509055021e-14,1.87775487490748e-13,2.37736699136442e-13,1.12224707920059e-14,3.12905191315075e-14,9.7706340784604e-14,4.30512847865778e-14,2.28961196644461e-14,7.35932838884777e-14,8.97335760177646e-14,6.46973707377251e-14,1.2861537955424e-13
7.42591614113003e-17,6.99691204539847e-17,5.37353949173452e-17,3.44736374043918e-17,2.14111206711078e-14,2.40013973945226e-14,1.09530272686899e-13,1.47238548334567e-12,4.46194526720948e-13,3.24018502936097e-13,5.22183522131754e-13,1.88095924599062e-13,1.23588255613126e-12,5.11826301505058e-13,2.44415871798668e-13,2.80845030940044e-13,2.4989093787318e-13,2.79884529977794e-13,2.18527049921869e-13,5.24347068015462e-14,5.06967020314171e-14,1.66644403849001e-14,2.63179537132988e-14,2.50013322477177e-13,1.69675067752282e-13,4.28504029607698e-14,1.88149221120158e-14,6.50832112311868e-14,1.9003170688379e-16,2.17318209721194e-16,1.70235010214656e-16,8.11304647421663e-17,3.21463559832223e-17,1.48133403503578e-16,2.47168209425117e-16,1.75266596595115e-17,3.89209359980262e-17,2.29471132494449e-17,9.49467653589933e-18,1.25582395262768e-17,7.74260275351592e-17,6.52691568714533e-17,4.86182709104367e-17,2.28813150752529e-17,2.84602764668147e-13,2.13189374290649e-13,3.42665705502097e-14,9.38393820873427e-14,1.28530153466568e-13,1.52135248457932e-13,1.62341861238589e-13,2.0877826469282e-13,4.07871696126326e-14,4.93246813060285e-14,1.70305414261041e-13,2.2684249543548e-14,9.11502107081175e-14,1.81985906143597e-13,1.0958554315322e-13,2.21912262521589e-13
4.33498111028868e-17,6.4314425363928e-17,1.37764927214409e-16,5.25566206266963e-16,3.2440013234641e-16,1.54251317739946e-16,2.94547500715519e-14,1.31631221416235e-13,4.00598365951147e-13,1.25123124006908e-13,3.72934839575623e-13,1.5138383330866e-13,6.57256646039971e-13,4.26763009918579e-13,9.55415808536887e-14,4.06411634641007e-13,3.77997351097952e-13,2.57974504482277e-13,1.05602894974916e-13,5.53718233407353e-14,6.50439674315322e-14,1.46633863113743e-14,3.09635680039477e-14,7.91808648408586e-14,1.55256713841599e-13,1.79063151245991e-14,1.61393709548483e-14,4.65670128300025e-14,4.16246487737478e-16,1.20950203799655e-16,1.28010347890452e-16,8.37781832716506e-17,5.678777221811e-17,1.0390584475697e-16,1.56780599555885e-16,2.50895675993092e-16,1.03447231482852e-16,1.61000894448557e-16,2.86044402664693e-17,8.08251612139156e-17,1.70585056501357e-16,5.76503862817666e-17,2.42518910436714e-17,3.66476090796941e-17,1.62259613520849e-13,2.47872249888971e-13,5.72677698988404e-14,1.66426611892425e-13,2.23014357660992e-13,9.30616476683938e-14,2.02791288823094e-13,1.56497009425117e-13,3.0945144515174e-14,6.81394851550292e-14,9.29458428818159e-14,2.52039248260548e-14,2.78391417024426e-13,1.52390545373797e-13,9.53455022945966e-14,1.46424442799572e-13
1.28848616629657e-16,1.9715106933136e-17,1.09375646977548e-16,1.24185500024673e-16,4.18821828275352e-16,8.94157708364175e-17,3.08778987811498e-16,4.5965946508759e-17,5.53314612287195e-14,1.95854845299778e-13,4.67144665383666e-13,2.18601932099679e-13,8.92329632371083e-13,7.26391315075253e-13,6.56893440118431e-14,4.47131492721441e-13,4.54529181445843e-13,1.51525957364915e-13,4.90167283493708e-14,5.67196315486471e-14,4.84014145900156e-14,1.92961699580558e-14,2.04336229953121e-14,4.13591531408833e-14,5.14614100172712e-14,3.25762154552184e-14,1.81194354108068e-14,3.44127740932642e-14,9.66121171477918e-17,4.83123094004441e-17,5.25010211695041e-17,1.52111561115223e-16,1.03208384110535e-16,2.48491410708118e-16,1.52599783567728e-16,1.20109303133481e-16,8.71562615346657e-17,2.43354547248951e-16,1.84992224722428e-16,3.02412356476684e-16,1.34163793140883e-16,9.50270391315075e-17,7.95427547989144e-17,2.31563514433753e-17,3.40941135356526e-14,1.83633492425364e-13,6.48246902047866e-14,1.08881502689366e-13,1.35329736787565e-13,5.53506084974093e-14,8.31734980508266e-14,9.51533716259561e-14,9.28524094744634e-14,6.39016037503084e-14,7.47071963154865e-14,1.94384256106588e-14,2.02014212385887e-14,2.10589688428325e-14,4.27035414359734e-14,1.44379241713957e-13
1.60071166247224e-16,2.96934000493462e-17,1.78546635578584e-16,1.18202472045398e-16,1.88751274414014e-16,2.06421374093264e-16,6.80649212928695e-17,1.82307001233654e-17,4.31295188156921e-14,1.26347628028621e-13,6.95236668147052e-13,2.96841883049593e-13,4.30190640677687e-13,5.81811801529731e-13,1.08916983304548e-13,1.65421432683609e-13,2.33099901801135e-13,1.47175382087343e-13,1.19838872637552e-13,5.57252734599885e-14,9.45370178468624e-15,1.52918246730817e-14,1.61004184357266e-14,7.93223309153713e-14,5.72640852010856e-14,3.93859974932149e-14,4.16929472785591e-14,3.78751398174192e-14,1.35195508512213e-13,6.7496425067851e-17,2.37426131754256e-17,1.49365803306193e-16,2.25530479842092e-16,1.01762140241796e-16,2.48868434246237e-17,2.80550255119665e-17,2.71993860547742e-16,2.06185158647915e-16,6.94631324944486e-16,4.8755131112756e-17,8.20134762398224e-17,4.1711436565507e-17,1.03997304219097e-16,4.73431022945966e-17,7.09277998519615e-17,1.06177197730076e-13,7.12238916358253e-14,1.90319244905009e-13,8.08725358993338e-14,1.34921788107575e-13,3.17992706143597e-13,5.69218688971133e-14,2.91322641664611e-14,3.73478740027963e-14,2.62509087918414e-14,1.41071285467555e-14,1.68255053869562e-13,2.57634673904104e-13,2.68346410066617e-14,2.89589275433835e-13
1.14522380162842e-16,1.60181707179867e-16,1.44469103182828e-16,7.37222483098939e-17,3.30469355933876e-16,2.65740402072539e-16,8.78227970392302e-17,2.9359803306193e-14,3.26328018850234e-14,1.34979690500864e-13,7.30129439921046e-14,1.52378701702443e-13,4.52523727280204e-13,1.59159203552924e-13,8.39262291635825e-14,1.94974323546344e-13,2.28093264248705e-13,1.99862982153138e-13,1.35402772760918e-13,7.1567661814294e-13,2.67727506933136e-13,2.20635753663953e-14,5.84108157809031e-14,9.16904137182334e-14,2.84682380458919e-14,2.07288594029114e-14,3.3545817350111e-14,4.61214933925487e-14,7.68009448803356e-14,8.47743676289169e-18,1.40847571675302e-17,7.32906122871947e-17,9.20562515667407e-17,1.51427260103627e-16,5.5144133826795e-17,9.6266676733284e-17,2.7332627357513e-16,2.62836070663706e-16,3.87118951986183e-16,7.17404073032322e-17,1.52335932889218e-17,4.10008162842339e-17,2.91655670959783e-16,2.81201657044165e-17,7.36103914137676e-17,1.3558174379472e-16,6.30592976396085e-13,1.31727944732297e-13,1.22029293856403e-13,9.19621601776462e-14,2.8550880552677e-13,7.63015367382186e-14,3.32861584011843e-14,4.42541985360638e-14,2.52530760621762e-14,1.05273130816679e-14,1.07638259725306e-13,2.06142347232503e-13,9.51332510897278e-14,2.82997285961017e-13
2.39218474019245e-16,1.51487136442142e-16,2.27640627288428e-16,3.79300154946953e-16,4.57480887540094e-16,1.20219186084382e-16,8.41321774488034e-15,1.46596358154454e-14,4.74239682506785e-14,1.9295906765359e-13,4.54952921687639e-14,9.53369485319516e-14,1.21772680977054e-13,4.31904479249938e-14,1.49711243720701e-13,5.27245003700962e-14,8.49178386380459e-14,1.24032403980591e-13,7.27201421169504e-14,4.21768566493955e-13,3.13558022863722e-13,2.95578558105107e-14,5.92280949025413e-14,1.43832834838391e-13,2.14933025906736e-14,2.08726284135208e-14,1.84384249592894e-14,5.43816645842586e-14,5.45081944732297e-14,1.82983406464347e-16,1.04133506439674e-16,1.5949740616827e-16,1.73942079348631e-16,5.24424607944732e-17,4.53527075252899e-17,1.18634108068098e-16,1.48017598717e-16,2.01227266222551e-16,6.10525466765359e-16,8.85426290648902e-17,7.59903113742907e-18,4.7764868591167e-17,1.77033935553911e-16,7.29030610412041e-17,6.61541423143351e-13,3.05403733859692e-13,2.70530142281438e-13,1.35550752528991e-13,1.49979042289662e-13,1.11343670367629e-13,1.63549257735011e-13,1.94113265893577e-13,1.02724631959865e-13,3.05209436861584e-14,6.60455300600378e-14,6.10289990953204e-14,2.02965967596019e-13,8.36542478822272e-14,5.33587301587302e-14,2.6839970392302e-13
1.12266818751542e-16,1.25821242635085e-16,9.66121171477918e-16,1.88120927905255e-16,7.46427647668394e-16,4.04220555440415e-16,9.84978928201333e-15,2.04379656748088e-14,4.66865023143351e-14,1.53009048211202e-13,1.17855057685665e-13,7.93124611892426e-14,1.01091043671355e-13,5.88870629657044e-14,3.99595690435069e-14,2.87379225265236e-13,1.51950193272473e-13,7.63072621103709e-14,4.95083228127313e-14,1.19299613455054e-13,2.28809860843819e-13,1.35610694991364e-13,1.73515223291389e-13,7.50191303232174e-14,1.35899548976067e-14,2.22574167875648e-14,2.67228756772761e-14,5.02075600098692e-14,1.4723262649889e-14,4.17853937132988e-14,7.47144847767086e-17,9.28662270910437e-17,7.48322635085122e-18,3.76793244510239e-17,1.35455411300271e-16,1.40313948482605e-16,3.66245797187269e-17,6.17739578583765e-17,9.56310663705897e-17,3.16364201332346e-17,2.71838576856649e-17,3.04290236368122e-17,2.34373096471749e-17,5.00174690846287e-13,9.20802039641418e-13,5.64398388025331e-13,6.02161361954108e-13,7.55981248457932e-14,1.34269728201332e-13,8.14410321243523e-14,1.91503610494284e-13,1.34355265827782e-13,1.00038886059709e-13,9.08133240562546e-14,6.42219590426844e-14,6.25131672012501e-14,7.93141541245168e-14,5.81840282918003e-14,4.50512377662637e-14,1.15342380129945e-13
1.93271608981002e-16,9.02527236121392e-17,1.93649948482606e-16,2.8695504939551e-15,2.11051591611152e-16,5.46657153022453e-16,1.81161455020972e-14,4.25860258968665e-14,2.05575867554898e-14,1.16991127658525e-13,1.39449360473723e-13,1.04119688823094e-13,5.24090467966116e-14,4.29300764865532e-14,2.32777629739288e-13,2.5677144502015e-13,1.94654264330948e-13,4.58278476848425e-14,5.04945058475204e-14,1.28040332264166e-13,2.92553816037503e-13,1.36982586923267e-13,2.45375867160128e-13,6.73947857554075e-14,2.61844888559914e-14,2.38972388847767e-14,1.80119869923513e-14,7.00197850481125e-14,1.6138252385887e-14,4.97521708462867e-14,1.55474505798174e-12,4.7568790032075e-17,2.19463230199852e-17,1.22391183814458e-17,5.87702712065137e-17,5.65877457685665e-17,4.36597205033309e-17,1.17542516358253e-16,2.13410456155934e-16,4.36465608684925e-17,4.07442034048853e-17,9.63943251912164e-17,1.34996140044412e-16,3.02228121588947e-13,3.36022699235135e-13,5.29637305699482e-13,5.81555062093922e-13,7.56043424623736e-14,1.12468819146311e-13,1.53857186676536e-13,9.14166933135949e-13,2.85881075746361e-13,1.55104720059215e-13,1.65386342758451e-13,7.88003947693067e-14,4.90234723250267e-14,5.81167859198947e-14,1.06925322970639e-16,1.59725725832717e-16,2.02006974586726e-17
2.96876756081915e-16,1.3312418198865e-16,3.59649530224525e-16,4.27830256303972e-16,3.64608738613373e-16,7.05106394275845e-17,3.05235756131261e-14,5.47636229854429e-14,2.45915412188502e-14,1.40728476980015e-13,3.92582613701785e-14,1.73857225100748e-14,5.63939139731886e-14,1.27663524960934e-13,1.42047273624476e-13,1.7779629903775e-13,1.75751854593305e-13,2.34364306275187e-14,1.93724958401184e-13,4.28932313512624e-13,3.48416465926474e-13,1.85619212106259e-13,2.06158181396496e-13,1.6913618070565e-13,2.53429563681224e-13,1.03613700863558e-13,8.49868957315569e-14,8.93039139402911e-14,1.83548612780656e-14,5.13611993979768e-14,2.13328208438194e-12,6.41963834394276e-13,4.74483793733037e-17,1.95664030594621e-17,4.46045822847274e-17,2.32675503577597e-17,5.48401462620281e-17,1.51039708857636e-16,4.70174013323464e-17,8.19779452257587e-17,7.53014044905009e-17,2.08735495879595e-12,2.11089267209475e-13,3.88132901850481e-13,4.42282424541492e-13,3.0513002714039e-13,5.68165474134386e-13,1.43166957315569e-13,1.28004426054774e-13,1.0818009415248e-13,3.07888080532939e-13,8.95368394769307e-13,1.91323325043178e-13,1.91484694465005e-13,2.33974359536146e-13,1.29225640167777e-13,2.15060016382926e-13,9.84057753762645e-17,7.47875207500617e-17,1.00767271848014e-16
